Sender_account,Date,Time,Amount,anomaly_score,fraud_probability,Is_laundering,Receiver_account,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location
ACC880834,01-02-2022,21:54:07,661.5641023,0.319843503,0.9902622,1,ACC741554,UK pounds,Mexican Peso,UK,UK
ACC231246,16-02-2023,07:00:18,-2324.398472,0.419770445,0.99299085,1,ACC717447,UK pounds,Mexican Peso,UK,India
ACC314571,10-10-2023,21:29:10,1946.689741,0.202991957,0.99259347,1,ACC413184,UK pounds,Mexican Peso,UK,Nigeria
5982914936,07-10-2022,12:25:08,9179.07,0.003161977,0.005240316,0,9386007080,UK pounds,UK pounds,UK,UK
7459299368,07-10-2022,15:35:13,3678.19,0.006689677,0.012137755,0,3761063201,UK pounds,UK pounds,UK,UK
3952347143,07-10-2022,15:25:16,8811.26,0.01723034,0.006686295,0,7892884492,UK pounds,US dollar,UK,USA
ACC439124,12-06-2023,18:58:57,3348.076979,0.365076678,0.9952354,1,ACC120745,Yen,UK pounds,UK,Mexico
ACC208402,01-08-2023,19:13:33,-1724.62286,0.307997329,0.9952988,1,ACC705503,Yen,UK pounds,UK,UK
7759451467,07-10-2022,14:07:58,2475.81,0.021996658,0.004983719,0,6534409879,UK pounds,UK pounds,UK,UK
ACC386353,17-01-2022,10:06:20,-2301.059401,0.312082135,0.995378,1,ACC965166,UK pounds,UK pounds,UK,Nigeria
3294594971,07-10-2022,16:54:44,1038.03,0.023342166,0.006864538,0,8012186699,UK pounds,UK pounds,UK,UK
5569153885,07-10-2022,14:24:55,340.18,0.009309934,0.01383336,0,3144950707,UK pounds,UK pounds,UK,UK
8952177221,07-10-2022,12:53:23,7451.12,0.01041053,0.0051613,0,4269977194,UK pounds,UK pounds,UK,UK
2618676189,07-10-2022,15:09:27,2825.09,0.044874561,0.025575813,0,9163050101,UK pounds,UK pounds,UK,UK
ACC458422,20-06-2023,10:22:50,8569.504817,0.262950436,0.99567395,1,ACC637179,UK pounds,UK pounds,UK,USA
ACC849015,20-05-2023,22:11:10,9638.936761,0.663736386,0.9957307,1,ACC279784,UK pounds,UK pounds,Japan,UK
3491306657,07-10-2022,12:53:11,310.04,0.018997819,0.009890263,0,3661346932,UK pounds,UK pounds,UK,UK
1496063415,07-10-2022,15:52:50,236.49,0.046393719,0.05723685,0,6640620563,UK pounds,UK pounds,UK,UK
ACC269087,09-11-2022,03:38:34,18790.05859,0.182204186,0.99029213,1,ACC278158,UK pounds,UK pounds,UK,Mexico
385482166,07-10-2022,10:44:34,36.69,0.010424519,0.009836203,0,8852169475,UK pounds,UK pounds,UK,UK
9746384104,07-10-2022,13:29:55,15728.75,0.010625746,0.00459632,0,6440110871,UK pounds,UK pounds,UK,UK
9529943023,07-10-2022,13:42:14,6939.34,0.01298982,0.007406666,0,3220735304,UK pounds,UK pounds,UK,UK
868568688,07-10-2022,16:25:53,12660.66,0.013076443,0.004802258,0,5708936901,UK pounds,UK pounds,UK,UK
ACC754624,22-05-2022,13:49:49,4009.972311,0.496243584,0.9894763,1,ACC386481,UK pounds,UK pounds,Japan,UK
3614082527,07-10-2022,11:35:36,6521.59,0.007801985,0.005646099,0,8915336540,UK pounds,UK pounds,UK,UK
2667029066,07-10-2022,15:36:09,727.15,0.013716684,0.006095965,0,2849626391,UK pounds,UK pounds,UK,UK
ACC660446,07-11-2022,08:17:22,-3009.979746,0.089312215,0.96142584,1,ACC266324,UK pounds,Naira,UK,UK
3730404955,07-10-2022,12:45:11,15674.01,0.017933706,0.010272916,0,1072942380,UK pounds,UK pounds,UK,UK
56694118,07-10-2022,13:54:06,1831.72,0.015220336,0.00599221,0,9526203667,UK pounds,UK pounds,UK,UK
9534729015,07-10-2022,15:23:42,7312.78,0.00670709,0.00459632,0,2552940134,UK pounds,UK pounds,UK,UK
4332882742,07-10-2022,14:10:09,13382.31,0.017131028,0.004693911,0,5858369125,UK pounds,UK pounds,UK,UK
7548422007,07-10-2022,12:23:59,7734.31,0.015276695,0.004462909,0,4270865741,UK pounds,UK pounds,UK,UK
4859933538,07-10-2022,16:34:58,66.07,0.02204768,0.009890963,0,911414342,UK pounds,UK pounds,UK,UK
8955442183,07-10-2022,15:59:20,6025.69,0.266144734,0.011530775,0,5858369125,Euro,UK pounds,UK,UK
3571106053,07-10-2022,14:03:15,934.35,0.044699083,0.027973128,0,9410909154,UK pounds,UK pounds,UK,UK
3440654296,07-10-2022,11:06:01,5585.51,0.031097722,0.004658967,0,8172080174,UK pounds,UK pounds,UK,UK
6764548823,07-10-2022,11:20:25,6673.92,0.061137014,0.43296018,0,497786955,UK pounds,Indian rupee,UK,India
1304411851,07-10-2022,12:31:50,10438.15,0.008282657,0.004823444,0,5708936901,UK pounds,UK pounds,UK,UK
6617473797,07-10-2022,14:47:33,1503.15,0.01544861,0.004983719,0,7185313719,UK pounds,UK pounds,UK,UK
2790502538,07-10-2022,12:57:20,2732.39,0.032560115,0.03001287,0,7386959843,UK pounds,UK pounds,UK,UK
5869567125,07-10-2022,11:45:37,7068.46,0.013707899,0.004463604,0,8518184956,UK pounds,UK pounds,UK,UK
ACC924526,07-05-2022,03:23:54,-7188.340533,0.190438213,0.99563557,1,ACC824192,UK pounds,UK pounds,UK,USA
ACC544756,04-01-2022,22:53:17,-3050.688987,0.358493426,0.9899323,1,ACC945836,UK pounds,Naira,UK,USA
4002781583,07-10-2022,14:40:26,1798.27,0.016013018,0.03001287,0,1846727049,UK pounds,UK pounds,UK,UK
ACC457347,21-04-2022,13:49:14,-3586.868333,0.279013169,0.95781314,1,ACC164060,UK pounds,Indian rupee,UK,India
6404135406,07-10-2022,13:01:51,5313.8,0.016025486,0.00599221,0,2118817860,UK pounds,UK pounds,UK,UK
ACC128996,17-07-2023,09:30:10,-2872.094058,0.286559213,0.9941519,1,ACC792620,UK pounds,Indian rupee,UK,UK
7576934528,07-10-2022,11:25:08,351.59,0.022088939,0.01383336,0,4938894139,UK pounds,UK pounds,UK,UK
215465344,07-10-2022,11:19:21,4544.48,0.023947186,0.026851209,0,5216531044,UK pounds,UK pounds,UK,UK
9147775163,07-10-2022,14:06:08,81.51,0.032113004,0.009836203,0,9516378543,UK pounds,UK pounds,UK,UK
ACC221764,10-02-2022,21:45:22,-1373.907948,0.286945717,0.9945253,1,ACC772602,UK pounds,UK pounds,UK,Nigeria
ACC553599,08-01-2022,04:15:29,625.907915,0.359006054,0.99467504,1,ACC420484,UK pounds,Naira,UK,UK
ACC440497,24-10-2023,16:34:37,-91.13485502,0.46007916,0.9948573,1,ACC863892,Yen,Mexican Peso,UK,UK
ACC179606,10-01-2023,22:19:01,1234.283255,0.468249272,0.95763963,1,ACC509129,Yen,UK pounds,UK,USA
ACC756066,11-12-2023,08:43:12,-3289.885716,0.557776429,0.99310124,1,ACC522988,UK pounds,Mexican Peso,Japan,Nigeria
ACC548790,30-01-2023,23:11:55,-3033.140264,0.736822512,0.9950041,1,ACC649303,UK pounds,Indian rupee,UK,USA
1999169946,07-10-2022,11:18:10,718.79,0.029691261,0.026045822,0,791543661,UK pounds,UK pounds,UK,UK
3809194171,07-10-2022,16:33:29,17257.01,0.017553087,0.004802258,0,621060264,UK pounds,UK pounds,UK,UK
6090011316,07-10-2022,11:14:30,679.34,0.027266534,0.025575813,0,1228571638,UK pounds,UK pounds,UK,UK
ACC335074,13-03-2023,22:20:46,5913.283096,0.432003302,0.98969674,1,ACC429027,Yen,UK pounds,UK,UK
ACC851588,11-12-2022,10:13:40,-2878.598618,0.077174714,0.89268905,1,ACC672841,UK pounds,UK pounds,UK,UK
109525315,07-10-2022,16:50:28,38376.44,0.028481423,0.004462909,0,8518184956,UK pounds,UK pounds,UK,UK
8793643150,07-10-2022,10:45:34,8552.4,0.036670808,0.008466769,0,2570862071,UK pounds,UK pounds,UK,UK
7816745157,07-10-2022,13:53:27,8092.22,0.011594046,0.005125091,0,8257636161,UK pounds,UK pounds,UK,UK
9621415000,07-10-2022,14:33:54,21452.41,0.020006598,0.005480233,0,3852934729,UK pounds,UK pounds,UK,UK
ACC401833,09-12-2023,12:32:48,8527.601012,0.484428913,0.9954856,1,ACC845344,UK pounds,US dollar,Japan,UK
ACC588093,14-11-2022,23:09:23,4655.894324,0.287005523,0.98118675,1,ACC726280,Yen,Indian rupee,UK,Nigeria
1929116626,07-10-2022,16:09:54,24203.74,0.055907248,0.006686295,0,7892884492,UK pounds,US dollar,UK,USA
5418705545,07-10-2022,15:51:17,4147,0.039797604,0.007350352,0,3957083529,UK pounds,Swiss franc,UK,Switzerland
ACC534572,13-12-2022,19:37:24,-1232.625831,0.228915071,0.97416544,1,ACC953789,UK pounds,US dollar,UK,India
8302459397,07-10-2022,12:39:20,5218.23,0.015768326,0.00599221,0,9906556450,UK pounds,UK pounds,UK,UK
3614082527,07-10-2022,11:01:14,15188.07,0.020237768,0.00459632,0,3833545196,UK pounds,UK pounds,UK,UK
7799825595,07-10-2022,13:12:11,6876.02,0.013493266,0.02071588,0,2496345098,UK pounds,UK pounds,UK,UK
9541087936,07-10-2022,13:03:25,7912,0.012228511,0.009251513,0,4432690383,UK pounds,UK pounds,UK,UK
ACC903149,19-02-2023,02:05:14,-1707.593247,0.891245625,0.9748507,1,ACC395015,Yen,UK pounds,Japan,UK
5102544036,07-10-2022,11:58:28,6798.66,0.012821897,0.004823444,0,5109623450,UK pounds,UK pounds,UK,UK
9482437626,07-10-2022,10:52:11,308.84,0.022124234,0.009890963,0,6781542095,UK pounds,UK pounds,UK,UK
687218984,07-10-2022,16:23:36,318.74,0.0202452,0.011766742,0,8495296085,UK pounds,UK pounds,UK,UK
1724782685,07-10-2022,10:48:54,807.03,0.025378093,0.00599221,0,2505275986,UK pounds,UK pounds,UK,UK
8952177221,07-10-2022,16:13:51,8095.7,0.010204051,0.005240316,0,4447848214,UK pounds,UK pounds,UK,UK
ACC340919,09-09-2022,05:31:23,-1093.917927,0.078094033,0.99453753,1,ACC884541,UK pounds,UK pounds,UK,UK
8456279067,07-10-2022,12:11:35,14704.1,0.011088381,0.005240316,0,3889335486,UK pounds,UK pounds,UK,UK
ACC679505,24-04-2023,20:10:17,3635.738033,0.386214089,0.9956879,1,ACC427725,UK pounds,UK pounds,UK,UK
ACC312028,07-04-2022,12:51:25,-4361.167863,0.158484065,0.99497765,1,ACC556046,UK pounds,UK pounds,UK,Nigeria
ACC423183,06-07-2023,09:34:33,958.5815582,0.178372383,0.9958942,1,ACC957433,UK pounds,UK pounds,UK,UK
ACC510792,16-10-2023,08:22:10,5506.698804,0.301194477,0.99576074,1,ACC468860,UK pounds,Indian rupee,UK,UK
ACC945912,13-02-2022,06:04:28,-6035.828039,0.324669242,0.99207544,1,ACC536493,UK pounds,US dollar,UK,Nigeria
8952177221,07-10-2022,11:20:59,7513.18,0.02880291,0.005646099,0,4269977194,UK pounds,UK pounds,UK,UK
ACC989220,06-11-2022,06:34:49,7771.940142,0.116491601,0.98989934,1,ACC932187,UK pounds,UK pounds,UK,Nigeria
ACC785686,07-12-2023,14:06:50,-2156.103881,0.191761906,0.9958918,1,ACC761175,UK pounds,Naira,UK,UK
6321560452,07-10-2022,12:37:37,809.76,0.006221744,0.007898027,0,1627096143,UK pounds,UK pounds,UK,UK
8410434333,07-10-2022,14:30:32,10863.77,0.013042199,0.004660367,0,8518184956,UK pounds,UK pounds,UK,UK
6541552727,07-10-2022,13:52:05,11007.51,0.012773456,0.005646099,0,3844741692,UK pounds,UK pounds,UK,UK
ACC113614,05-05-2022,16:00:26,-6748.363867,0.273875512,0.9941398,1,ACC267748,UK pounds,Mexican Peso,UK,Nigeria
6014470066,07-10-2022,14:13:37,10138.27,0.017941855,0.028132478,0,1132071202,UK pounds,UK pounds,UK,UK
4445307770,07-10-2022,14:16:51,9018.77,0.014682565,0.011141198,0,7892884492,UK pounds,US dollar,UK,USA
2826317502,07-10-2022,12:49:43,4900.12,0.003475662,0.004802258,0,4270865741,UK pounds,UK pounds,UK,UK
5253146909,07-10-2022,15:30:52,6191.75,0.015278934,0.012846496,0,9793818067,UK pounds,UK pounds,UK,UK
ACC538765,03-05-2022,21:46:24,-2297.734829,0.150965264,0.9904693,1,ACC599700,UK pounds,UK pounds,UK,UK
2947370387,07-10-2022,12:18:09,2683.59,0.01921411,0.005086454,0,4678539890,UK pounds,UK pounds,UK,UK
ACC470318,21-01-2023,18:18:47,4624.292708,0.836332603,0.98073465,1,ACC505870,Yen,US dollar,Japan,UK
9811317821,07-10-2022,11:05:48,1870.06,0.011991386,0.008270402,0,184266234,UK pounds,UK pounds,UK,UK
8995970854,07-10-2022,13:05:58,9556.33,0.030901834,0.004983719,0,2042968439,UK pounds,UK pounds,UK,UK
9534729015,07-10-2022,11:31:16,5898.67,0.007633668,0.005646099,0,8091763232,UK pounds,UK pounds,UK,UK
7877700106,07-10-2022,15:23:52,25138.14,0.051516136,0.00533996,0,2534644942,UK pounds,Euro,UK,France
1378784400,07-10-2022,15:43:30,6204.41,0.010297734,0.005240316,0,8436759372,UK pounds,UK pounds,UK,UK
5021785800,07-10-2022,14:37:48,5820.17,0.007893786,0.005240316,0,7659797939,UK pounds,UK pounds,UK,UK
4118958070,07-10-2022,11:35:08,18490.2,0.010194217,0.01861265,0,5587935380,UK pounds,UK pounds,UK,UK
4111999698,07-10-2022,12:38:45,1632.2,0.004265676,0.005480233,0,5648962768,UK pounds,UK pounds,UK,UK
5982914936,07-10-2022,14:55:40,17730.79,0.007448352,0.005240316,0,1167200543,UK pounds,UK pounds,UK,UK
5557880033,07-10-2022,11:14:09,1835.76,0.031851124,0.01716538,0,399407811,UK pounds,UK pounds,UK,UK
4691637817,07-10-2022,14:57:37,525.76,0.018084201,0.01361148,0,850668595,UK pounds,UK pounds,UK,UK
7091914387,07-10-2022,13:36:57,14333.92,0.016807573,0.01861265,0,8810645384,UK pounds,UK pounds,UK,UK
5424728274,07-10-2022,14:56:28,5239.4,0.009629911,0.004463604,0,4336977506,UK pounds,UK pounds,UK,UK
4995379766,07-10-2022,16:07:31,5963.4,0.018191237,0.004462909,0,1431561040,UK pounds,UK pounds,UK,UK
8278374434,07-10-2022,15:55:54,464.51,0.025319229,0.005125091,0,5860887019,UK pounds,UK pounds,UK,UK
ACC401688,28-07-2023,02:40:51,5360.985195,0.841814014,0.9905556,1,ACC657621,UK pounds,UK pounds,Japan,Mexico
897605655,07-10-2022,15:11:52,15249.61,0.021925659,0.025499783,0,7558899101,UK pounds,UK pounds,UK,UK
4906513059,07-10-2022,14:42:00,642.41,0.023013824,0.005125091,0,7763680969,UK pounds,UK pounds,UK,UK
3053114958,07-10-2022,14:52:44,216.31,0.041151759,0.028271684,0,3943616634,UK pounds,UK pounds,UK,UK
8987848252,07-10-2022,11:09:02,8440.45,0.02110165,0.005638443,0,338940099,UK pounds,UK pounds,UK,UK
ACC174508,17-12-2023,00:37:56,692.0374587,0.371578574,0.9944905,1,ACC119759,UK pounds,Naira,UK,Mexico
3030213922,07-10-2022,16:48:46,7118.94,0.020065466,0.00474942,0,1377603863,UK pounds,UK pounds,UK,UK
ACC978003,30-11-2022,10:07:59,-3019.956075,0.236113567,0.9953223,1,ACC690427,UK pounds,UK pounds,UK,UK
2548803528,07-10-2022,12:46:59,4316.27,0.025518283,0.005480233,0,4551471712,UK pounds,UK pounds,UK,UK
7501327339,07-10-2022,14:26:47,15933.58,0.007187664,0.005240316,0,1073749339,UK pounds,UK pounds,UK,UK
4543595075,07-10-2022,10:47:29,15469.48,0.010064599,0.004802258,0,6034997194,UK pounds,UK pounds,UK,UK
2797271466,07-10-2022,11:35:58,6611.19,0.018084476,0.004463604,0,8586189106,UK pounds,UK pounds,UK,UK
1049218260,07-10-2022,13:52:37,11154.75,0.009213833,0.004463604,0,8678802420,UK pounds,UK pounds,UK,UK
4616123108,07-10-2022,16:51:04,28933.16,0.036407649,0.01383336,0,8355402908,UK pounds,UK pounds,UK,UK
3614082527,07-10-2022,13:50:44,12262.58,0.008113851,0.005514489,0,2547799506,UK pounds,UK pounds,UK,UK
ACC333248,14-05-2022,16:24:09,13160.61575,0.107314199,0.9959518,1,ACC546934,UK pounds,UK pounds,UK,UK
3924320120,07-10-2022,15:34:10,499.27,0.023830216,0.01361148,0,7752821160,UK pounds,UK pounds,UK,UK
ACC566568,19-01-2022,14:40:31,-5939.702878,0.285890049,0.9960238,1,ACC687257,UK pounds,UK pounds,UK,UK
5772469780,07-10-2022,14:41:53,4986.95,0.079622879,0.009729262,0,5858369125,Euro,UK pounds,Spain,UK
ACC898990,07-11-2023,01:41:30,11396.58538,0.271576576,0.9958662,1,ACC285725,UK pounds,UK pounds,UK,UK
4082552798,07-10-2022,12:55:34,11938.18,0.007303366,0.004463604,0,4173195094,UK pounds,UK pounds,UK,UK
300815762,07-10-2022,13:50:35,5859.15,0.004986834,0.004462909,0,1431561040,UK pounds,UK pounds,UK,UK
2580810242,07-10-2022,16:15:53,12925.53,0.017885837,0.050845392,0,7835551520,UK pounds,UK pounds,UK,UK
ACC939322,16-04-2023,18:10:35,8849.919228,0.293370327,0.9940765,1,ACC849184,UK pounds,UK pounds,UK,UK
ACC621902,12-12-2022,00:16:54,2643.275114,0.260847349,0.9865389,1,ACC980141,UK pounds,Indian rupee,UK,USA
ACC176333,27-07-2023,22:27:03,5546.887954,0.47018144,0.9955735,1,ACC171438,UK pounds,Indian rupee,UK,UK
9734976881,07-10-2022,12:46:10,5045.65,0.0068934,0.01716538,0,2694436648,UK pounds,UK pounds,UK,UK
7758268667,07-10-2022,13:24:06,13693.15,0.006430427,0.005638443,0,8969112643,UK pounds,UK pounds,UK,UK
1337312343,07-10-2022,12:35:32,1045.47,0.002790267,0.030610457,0,942819998,UK pounds,UK pounds,UK,UK
5890322047,07-10-2022,13:17:40,659.98,0.004384127,0.00599221,0,3343239465,UK pounds,UK pounds,UK,UK
5172850121,07-10-2022,13:40:19,24304.63,0.017607963,0.004802258,0,3695545812,UK pounds,UK pounds,UK,UK
3855145219,07-10-2022,10:55:49,4220.88,0.016846419,0.015249044,0,8036086315,UK pounds,UK pounds,UK,UK
ACC193075,12-01-2023,15:40:42,6854.253147,0.36696944,0.9936947,1,ACC871927,UK pounds,UK pounds,UK,Nigeria
ACC430345,06-07-2023,19:13:40,4113.997577,0.355452238,0.9939393,1,ACC347325,Yen,Mexican Peso,UK,UK
662629432,07-10-2022,16:22:10,685.49,0.023432434,0.005731273,0,7228171825,UK pounds,UK pounds,UK,UK
4082552798,07-10-2022,13:08:21,11896.92,0.024253909,0.004658967,0,4173195094,UK pounds,UK pounds,UK,UK
ACC219281,07-10-2022,23:14:38,5176.501932,0.134113385,0.95030475,1,ACC558920,UK pounds,Naira,UK,UK
2345399437,07-10-2022,15:22:04,7975.35,0.086498102,0.08096628,0,2720642759,UK pounds,Moroccan dirham,UK,UK
4473603019,07-10-2022,11:52:26,702.83,0.035944222,0.12636527,0,4290665757,UK pounds,UK pounds,UK,UK
ACC854386,09-10-2022,04:46:54,3607.382491,0.418001952,0.97827953,1,ACC156793,UK pounds,US dollar,Japan,UK
8370833748,07-10-2022,15:15:52,651253.79,0.446017395,0.009396602,0,6455688734,UK pounds,UK pounds,UK,UK
8992084779,07-10-2022,13:59:02,113.16,0.033177405,0.005125091,0,37955440,UK pounds,UK pounds,UK,UK
9469442466,07-10-2022,16:34:37,18650.93,0.016042827,0.004462909,0,3066321263,UK pounds,UK pounds,UK,UK
5457154781,07-10-2022,11:43:28,9419.31,0.008368643,0.01383336,0,3787306730,UK pounds,UK pounds,UK,UK
ACC275549,29-10-2023,14:43:14,774.97669,0.734017583,0.99587554,1,ACC254483,UK pounds,US dollar,Japan,Nigeria
6026801614,07-10-2022,14:30:59,3970.84,0.011058278,0.005480233,0,9992703325,UK pounds,UK pounds,UK,UK
2603494478,07-10-2022,15:04:47,9105.49,0.068102599,0.00533996,0,6646502650,UK pounds,Euro,UK,France
9744328675,07-10-2022,15:17:49,4430.57,0.011081753,0.004463604,0,8678802420,UK pounds,UK pounds,UK,UK
1915450576,07-10-2022,11:02:25,11045.68,0.034308963,0.007750068,0,3772874052,UK pounds,Turkish lira,UK,Turkey
7924551009,07-10-2022,10:42:44,15882.98,0.009212178,0.004802258,0,7199625988,UK pounds,UK pounds,UK,UK
7669236826,07-10-2022,10:57:49,5379.36,0.018343908,0.0051613,0,4059905714,UK pounds,UK pounds,UK,UK
4758294964,07-10-2022,11:46:08,21267.64,0.011493502,0.004463604,0,8172080174,UK pounds,UK pounds,UK,UK
1319704443,07-10-2022,15:44:08,947.35,0.014875736,0.012603753,0,8233436845,UK pounds,UK pounds,UK,UK
ACC598287,01-06-2023,05:57:41,4890.702784,0.333945816,0.9955804,1,ACC846570,UK pounds,Indian rupee,UK,UK
1366863804,07-10-2022,16:40:27,11887.17,0.025703656,0.005356255,0,4510312753,UK pounds,UK pounds,UK,UK
7501327339,07-10-2022,15:23:02,10366.35,0.006844828,0.00550701,0,9848553102,UK pounds,UK pounds,UK,UK
3692650448,07-10-2022,11:35:31,123.5,0.00608117,0.016019583,0,3557075547,UK pounds,UK pounds,UK,UK
ACC991511,29-08-2022,08:12:30,-7192.524773,0.26804779,0.9955584,1,ACC852918,UK pounds,US dollar,UK,UK
ACC669965,30-08-2023,07:24:37,-2901.231315,0.394952491,0.9958942,1,ACC843497,UK pounds,UK pounds,UK,UK
5637325821,07-10-2022,14:55:53,2792.62,0.016182304,0.015409988,0,1489879160,UK pounds,UK pounds,UK,UK
4845236576,07-10-2022,15:00:46,5979.14,0.010960807,0.007898027,0,4262107285,UK pounds,UK pounds,UK,UK
ACC395625,10-03-2023,18:55:21,2748.659997,0.285283971,0.9957331,1,ACC441042,UK pounds,UK pounds,UK,UK
8770181801,07-10-2022,15:18:35,9359.95,0.02082929,0.008800525,0,8906126287,UK pounds,UK pounds,UK,UK
3510078932,07-10-2022,14:17:24,8195.42,0.026308516,0.005180733,0,2749487707,UK pounds,Euro,UK,France
9672385397,07-10-2022,11:56:41,6684.31,0.007578,0.00671747,0,2477907704,UK pounds,UK pounds,UK,UK
4928925377,07-10-2022,14:25:44,2519.45,0.017516917,0.03406355,0,9149999887,UK pounds,UK pounds,UK,UK
7481313664,07-10-2022,12:28:07,109.55,0.009852082,0.009890263,0,2402135355,UK pounds,UK pounds,UK,UK
2655552102,07-10-2022,12:57:24,14500.52,0.012448521,0.004802258,0,5628674969,UK pounds,UK pounds,UK,UK
1491989064,07-10-2022,14:17:03,6526.1,0.018859244,0.006461537,0,478973149,UK pounds,UK pounds,UK,UK
5160368521,07-10-2022,12:17:27,386.53,0.011222668,0.005480233,0,4837170425,UK pounds,UK pounds,UK,UK
8456279067,07-10-2022,16:11:46,11387.84,0.011197809,0.005240316,0,330109509,UK pounds,UK pounds,UK,UK
8952177221,07-10-2022,11:48:28,10525.06,0.004367951,0.005240316,0,5585080337,UK pounds,UK pounds,UK,UK
6032005546,07-10-2022,13:06:45,20428.44,0.021741636,0.004658967,0,6444220418,UK pounds,UK pounds,UK,UK
3729895837,07-10-2022,14:36:25,1680.95,0.018359717,0.005356255,0,170124508,UK pounds,UK pounds,UK,UK
1265983749,07-10-2022,10:52:40,1728.9,0.017295962,0.018371435,0,8760936984,UK pounds,UK pounds,UK,UK
8389148416,07-10-2022,11:02:20,10169.46,0.047417506,0.005240316,0,1363901484,UK pounds,UK pounds,UK,UK
7669236826,07-10-2022,11:34:00,7591.93,0.037599816,0.005521653,0,6944062928,UK pounds,UK pounds,UK,UK
2797271466,07-10-2022,11:47:57,13047.52,0.013242733,0.005864224,0,8149040968,UK pounds,UK pounds,UK,UK
ACC834744,18-04-2023,12:22:19,974.5973377,0.316062632,0.9958203,1,ACC156870,UK pounds,UK pounds,UK,Mexico
6086421020,07-10-2022,11:45:48,4745.29,0.006253019,0.005240316,0,3819548816,UK pounds,UK pounds,UK,UK
1087195568,07-10-2022,11:40:28,52.81,0.006373633,0.009890963,0,9950541310,UK pounds,UK pounds,UK,UK
ACC505967,19-07-2023,21:17:57,-6514.094333,0.365154981,0.9957897,1,ACC811735,UK pounds,UK pounds,UK,Nigeria
3834666529,07-10-2022,11:15:52,9390.18,0.032586779,0.004658967,0,5858369125,UK pounds,UK pounds,UK,UK
9172740995,07-10-2022,16:36:53,10294.69,0.019601065,0.004462909,0,5363117119,UK pounds,UK pounds,UK,UK
ACC325347,17-04-2022,20:10:42,2196.129323,0.253664056,0.9952856,1,ACC140887,UK pounds,UK pounds,UK,Mexico
ACC968492,17-04-2023,14:09:57,846.7593998,0.373067753,0.99548244,1,ACC817193,UK pounds,UK pounds,UK,Mexico
4092935105,07-10-2022,12:39:08,3466.61,0.012618915,0.005125091,0,460441499,UK pounds,UK pounds,UK,UK
2365007895,07-10-2022,14:52:44,11792,0.005885499,0.004463604,0,2127570174,UK pounds,UK pounds,UK,UK
ACC368175,03-11-2023,14:17:58,-5864.416172,0.177443909,0.9958918,1,ACC295841,UK pounds,UK pounds,UK,UK
ACC361288,01-04-2023,14:31:55,-998.4403472,0.2688851,0.9940765,1,ACC827986,UK pounds,UK pounds,UK,UK
7146822509,07-10-2022,11:30:04,148.65,0.027283557,0.005480233,0,65205551,UK pounds,UK pounds,UK,UK
7630401585,07-10-2022,16:16:21,444.88,0.021406618,0.019725488,0,4577580191,UK pounds,UK pounds,UK,UK
27721201,07-10-2022,11:01:24,3459.89,0.081848158,0.024380866,0,1538331336,Pakistani rupee,UK pounds,Pakistan,UK
6346206851,07-10-2022,13:48:56,22088.65,0.027613277,0.022263318,0,7190306040,UK pounds,Pakistani rupee,UK,Pakistan
ACC865532,05-02-2022,10:56:17,2738.969788,0.229170448,0.9960238,1,ACC694302,UK pounds,UK pounds,UK,UK
ACC766046,03-01-2023,21:26:29,-2362.193377,0.4144821,0.9831685,1,ACC405490,UK pounds,Mexican Peso,UK,India
ACC224432,08-01-2023,04:34:52,1691.033027,0.487873425,0.96932924,1,ACC430397,UK pounds,Indian rupee,UK,UK
ACC504884,04-08-2023,09:59:27,-6481.431306,0.208444661,0.9958942,1,ACC316667,UK pounds,UK pounds,UK,UK
ACC579951,01-09-2023,14:12:59,-6360.421065,0.177248776,0.9958662,1,ACC251049,UK pounds,UK pounds,UK,UK
4448037135,07-10-2022,11:49:15,4181.48,0.037985529,0.028768606,0,1284572401,UK pounds,UK pounds,UK,UK
1365245330,07-10-2022,12:38:51,1675.76,0.010717606,0.005125091,0,6453321674,UK pounds,UK pounds,UK,UK
1973127846,07-10-2022,14:01:40,141.7,0.242616019,0.018283505,0,3138327572,Mexican Peso,UK pounds,UK,UK
ACC334099,01-05-2022,22:10:54,12710.06221,0.300795996,0.99589276,1,ACC300231,UK pounds,Indian rupee,UK,UK
ACC678477,15-08-2023,01:43:56,4670.520438,0.298172185,0.9958942,1,ACC782935,UK pounds,UK pounds,UK,UK
2678253709,07-10-2022,13:58:52,14545.88,0.027025046,0.73410684,0,1818428378,UK pounds,US dollar,UK,USA
7421451752,07-10-2022,14:36:12,12336.74,0.003775586,0.0051613,0,7591504865,UK pounds,UK pounds,UK,UK
9195060952,07-10-2022,11:52:19,12660.06,0.009693725,0.004462909,0,4270865741,UK pounds,UK pounds,UK,UK
ACC425140,26-01-2022,11:43:45,-4086.8763,0.421226934,0.9960238,1,ACC928793,UK pounds,UK pounds,UK,UK
8978284738,07-10-2022,13:54:50,88.43,0.010712146,0.005480233,0,5888167528,UK pounds,UK pounds,UK,UK
8047518157,07-10-2022,11:32:45,4081.25,0.016558801,0.012137755,0,8595873924,UK pounds,UK pounds,UK,UK
9069885740,07-10-2022,13:48:12,10845.37,0.008939383,0.004658967,0,8352571580,UK pounds,UK pounds,UK,UK
ACC935003,13-10-2023,17:32:51,-1017.280314,0.200253996,0.99548715,1,ACC552650,UK pounds,Naira,UK,USA
